photo_name,buds,flowers,red_fruit,green_fruit,raw_labels
29_2018_2000_03_06_12_1.jpg,1,0,0,0,"{'predictions': [{'x': 657.5, 'y': 1221.0, 'width': 205.0, 'height': 118.0, 'confidence': 0.441576212644577, 'class': 'Budrotation', 'class_id': 0, 'detection_id': '2031f473-2d5d-458d-ab01-e15eeaad3360', 'image_path': 'https://saguaro-training-set-1.s3.amazonaws.com/29_2018_2000_03_06_12_1.jpg', 'prediction_type': 'ObjectDetectionModel'}], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_07_13_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_08_14_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_11_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_12_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_13_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_14_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_15_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_16_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_18_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_19_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_20_13_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_21_12_1.jpg,0,0,1,0,"{'predictions': [{'x': 1632.5, 'y': 23.5, 'width': 145.0, 'height': 47.0, 'confidence': 0.4478928744792938, 'class': 'Red Fruitrotation', 'class_id': 3, 'detection_id': '1fa0898e-e488-45be-b960-342f8df85f28', 'image_path': 'https://saguaro-training-set-1.s3.amazonaws.com/29_2018_2000_03_21_12_1.jpg', 'prediction_type': 'ObjectDetectionModel'}], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_22_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_23_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_25_13_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_26_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_27_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_28_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_29_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_03_30_16_1.jpg,0,0,1,0,"{'predictions': [{'x': 917.5, 'y': 953.5, 'width': 187.0, 'height': 165.0, 'confidence': 0.4405260682106018, 'class': 'Red Fruitrotation', 'class_id': 3, 'detection_id': 'e474539f-c60f-49fb-9c22-614ca5b0cc02', 'image_path': 'https://saguaro-training-set-1.s3.amazonaws.com/29_2018_2000_03_30_16_1.jpg', 'prediction_type': 'ObjectDetectionModel'}], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_01_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_02_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_03_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_04_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_05_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_08_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_09_10_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_10_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_11_10_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_12_11_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_13_10_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2000_04_15_12_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_16_07_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_17_08_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_18_08_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_19_07_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_21_08_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_22_06_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_23_07_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_24_09_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_25_06_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_26_09_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_28_08_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_29_07_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_30_07_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_05_31_08_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_06_01_07_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
29_2018_2018_06_02_07_1.jpg,0,0,0,0,"{'predictions': [], 'image': {'width': '0', 'height': '0'}}"
